Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,303,2.79,2.22,3.07,1.47,35909,6707,0,0,0
Groves,Example Trial,303,3.02,1.84,2.99,1.56,28418,6688,0,0,0
Groves,Example Trial,303,1.14,1.68,1.38,1.2,24404,2829,0,0,0
Groves,Example Trial,303,0.73,1.47,1.32,0.97,25783,2030,0,0,0
Groves,Example Trial,303,3.28,2.53,2.65,1.64,33522,6866,0,0,0
Groves,Example Trial,303,2.42,1.76,2.97,1.38,29808,6020,0,0,0
Groves,Example Trial,303,2.93,1.86,3.02,1.6,30674,6572,0,0,0
Groves,Example Trial,303,2.69,2.73,1.78,1.62,29264,5903,0,0,1
Groves,Example Trial,303,4.52,1.98,3.63,1.71,27191,9093,0,0,0
Groves,Example Trial,303,3.62,1.96,3.39,1.66,30468,7677,0,0,0
Groves,Example Trial,303,2.04,1.66,2.76,1.38,30993,5091,0,0,0
Groves,Example Trial,303,4.04,2.57,3.05,1.69,32789,8399,0,0,0
Groves,Example Trial,303,1.69,1.58,2.33,1.35,29407,4202,0,0,0
Groves,Example Trial,303,2.37,1.94,2.54,1.47,30563,5349,0,0,0
Groves,Example Trial,303,3.32,2.57,2.54,1.63,32049,7056,0,0,1
Groves,Example Trial,303,5.53,2,4.08,1.81,26708,10616,0,0,0
Groves,Example Trial,303,3.84,2,3.26,1.7,28864,7631,0,0,0
Groves,Example Trial,303,2.33,1.92,2.54,1.43,29930,5467,0,0,0
Groves,Example Trial,303,3.88,2.22,3.26,1.74,32455,8003,0,0,0
Groves,Example Trial,303,2.87,2.26,2.78,1.58,34588,6377,0,0,0
Groves,Example Trial,303,3.93,2.42,2.99,1.69,31115,8126,0,0,0
Groves,Example Trial,303,4,2.04,3.74,1.72,32807,8526,0,0,0
Groves,Example Trial,303,2.02,2.38,1.78,1.4,29361,4877,0,0,0
Groves,Example Trial,303,1.18,1.45,1.88,1.23,28415,3009,0,0,0
Groves,Example Trial,303,3.37,2.28,2.65,1.75,31375,6745,0,0,1
Groves,Example Trial,303,2.18,2.32,1.88,1.42,28410,5118,0,0,0
Groves,Example Trial,303,0.83,1.41,1.43,1.11,26964,2102,0,0,0
Groves,Example Trial,303,0.68,1.23,1.4,0.94,23804,1829,0,0,0
Groves,Example Trial,303,1.65,2.02,1.59,1.45,28224,3721,0,0,0
Groves,Example Trial,303,1.04,1.58,1.43,1.18,25635,2618,0,0,0
Groves,Example Trial,303,2.13,1.84,2.38,1.47,30222,4917,0,0,0
Groves,Example Trial,303,1.33,1.47,1.7,1.46,27432,2833,0,0,0
Groves,Example Trial,303,2.76,1.68,2.97,1.53,27659,6142,0,0,0
Groves,Example Trial,303,3.03,2.16,2.73,1.64,31916,6482,0,0,0
Groves,Example Trial,303,3.19,2.18,2.91,1.58,31420,6920,0,0,0
Groves,Example Trial,303,2.65,2.26,2.28,1.59,30916,5823,0,0,0
Groves,Example Trial,303,3.54,1.94,3.31,1.73,31381,7380,0,0,0
Groves,Example Trial,303,4.29,2.32,3.34,1.72,31067,8690,0,0,0
Groves,Example Trial,303,2.6,2.02,2.68,1.57,32689,5764,0,0,0
Groves,Example Trial,303,0.53,1.17,1.17,0.89,22987,1307,0,0,0
Groves,Example Trial,303,3.41,1.88,3.21,1.56,27607,7444,0,0,0
Groves,Example Trial,303,0.82,1.53,1.35,1.12,28211,2084,0,0,0
Groves,Example Trial,303,1.41,1.84,1.93,1.24,31230,3678,0,0,0
Groves,Example Trial,303,3.01,1.94,3.07,1.5,29680,6890,0,0,0
Groves,Example Trial,303,3.21,1.94,3.34,1.52,30682,7474,0,0,0
Groves,Example Trial,303,0.96,1.58,1.51,1.12,27834,2515,0,0,0
Groves,Example Trial,303,6.43,2.26,4.08,1.99,28537,11678,0,0,0
Groves,Example Trial,303,1.5,1.64,1.96,1.39,29786,3444,0,0,0
Groves,Example Trial,303,0.98,1.49,1.59,1.18,28525,2614,0,0,0
Groves,Example Trial,303,4.96,2,3.9,1.74,27362,9982,0,0,0
Groves,Example Trial,303,3.47,2.24,3.47,1.49,33376,8465,1,0,0
Groves,Example Trial,303,2.45,2.69,1.83,1.45,29134,5890,0,0,0
Groves,Example Trial,303,1.43,1.66,2.07,1.38,33160,3438,0,0,0
Groves,Example Trial,303,1.96,1.66,2.6,1.33,29287,4924,0,0,0
Groves,Example Trial,303,4.38,2.08,4,1.77,33621,9162,0,0,1
Groves,Example Trial,303,2.5,2.06,2.52,1.5,31147,5659,0,0,0
Groves,Example Trial,303,1.61,1.45,2.36,1.29,27418,4007,0,0,0
Groves,Example Trial,303,2.17,2.42,1.7,1.51,28627,4926,0,0,0
Groves,Example Trial,303,2.99,1.9,2.76,1.62,28412,6326,0,0,0
Groves,Example Trial,303,2.75,1.76,2.99,1.51,28895,6238,0,0,0
Groves,Example Trial,303,5.36,3.01,3.71,1.8,37501,10970,0,0,0
Groves,Example Trial,303,1.7,1.68,2.17,1.32,28307,4087,0,0,0
Groves,Example Trial,303,3.36,1.9,3.13,1.62,28673,7203,0,0,0
Groves,Example Trial,303,5.27,2.22,3.76,1.92,30411,10157,0,0,0
Groves,Example Trial,303,2.76,1.92,2.73,1.55,29436,6076,0,0,0
Groves,Example Trial,303,3.25,2.73,2.01,1.72,29040,6597,0,0,0
Groves,Example Trial,303,2.46,1.66,2.81,1.44,27304,5664,0,0,0
Groves,Example Trial,303,3.82,1.82,3.47,1.69,27939,7934,0,0,0
Groves,Example Trial,303,2.12,2.18,2.17,1.49,33248,4860,0,0,0
Groves,Example Trial,303,2.13,2.36,1.75,1.48,28696,4954,0,0,0
Groves,Example Trial,303,1.4,1.47,2.12,1.36,30273,3397,0,0,0
Groves,Example Trial,303,3.55,2.46,2.76,1.69,32322,7403,0,0,1
Groves,Example Trial,303,4.42,2.18,3.68,1.7,30855,9068,0,0,0
Groves,Example Trial,303,1.62,2.1,1.46,1.42,26874,3721,0,0,0
Groves,Example Trial,303,3.02,1.76,2.91,1.61,27303,6465,0,0,0
Groves,Example Trial,303,2.95,2.38,1.96,1.72,27198,5865,0,0,1
Groves,Example Trial,303,1.96,2,1.62,1.43,23638,4329,0,0,0
Groves,Example Trial,303,1.12,1.68,1.27,1.38,26289,2481,0,0,0
Groves,Example Trial,303,5.56,2.48,3.39,1.99,30090,9638,0,0,0
Groves,Example Trial,303,0.61,1.29,1.22,0.97,25026,1573,0,0,0
Groves,Example Trial,303,2.03,1.66,2.23,1.62,29541,4114,0,0,0
Groves,Example Trial,303,4.09,2.65,2.94,1.8,34288,8161,0,0,0
Groves,Example Trial,303,6.97,2.59,6.07,1.93,43532,14534,1,1,0
Groves,Example Trial,303,2.26,2.12,1.8,1.58,26678,4814,0,0,0
Groves,Example Trial,303,3.93,2.02,3.66,1.63,30663,8519,0,0,0
Groves,Example Trial,303,1.3,1.58,1.54,1.36,25455,2956,0,0,0
Groves,Example Trial,303,4.15,2.85,3.97,1.58,43076,10235,1,1,0
Groves,Example Trial,303,2.96,1.74,3.02,1.54,27339,6638,0,0,0
Groves,Example Trial,303,1.54,1.94,1.51,1.41,26821,3524,0,0,0
Groves,Example Trial,303,3.22,2.81,2.23,1.61,31331,6862,0,0,1
Groves,Example Trial,303,0.82,1.27,1.59,1.05,25856,2193,0,0,0
Groves,Example Trial,303,1.38,1.49,2.15,1.24,28785,3513,0,0,0
Groves,Example Trial,303,1.94,2.08,2.09,1.33,29802,4889,0,0,0
Groves,Example Trial,303,5.72,3.45,3.97,1.57,37593,13458,1,1,0
Groves,Example Trial,303,0.85,1.6,1.38,1.07,27794,2304,0,0,0
Groves,Example Trial,303,4.76,2.48,4.27,1.67,37152,10753,1,1,0
Groves,Example Trial,303,2.18,2.22,1.83,1.58,29444,4628,0,0,0
Groves,Example Trial,303,1.67,1.86,1.7,1.36,25750,3890,0,0,0
Groves,Example Trial,303,1.58,1.66,2.31,1.26,30579,3958,0,0,0
Groves,Example Trial,303,11.96,2.83,5.41,2.21,28290,18962,0,0,0
Groves,Example Trial,303,3.25,2.75,2.46,1.57,32680,7036,0,0,0
Groves,Example Trial,303,3.69,1.94,3.13,1.77,29126,6995,0,0,1
Groves,Example Trial,303,2.17,1.94,2.31,1.6,33042,4718,0,0,0
Groves,Example Trial,303,1.61,1.51,2.17,1.31,26661,3796,0,0,0
Groves,Example Trial,303,3.35,2.57,2.6,1.67,33310,6933,0,0,1
Groves,Example Trial,303,0.67,1.17,1.3,1.06,24063,1640,0,0,0
Groves,Example Trial,303,4.33,2.04,3.74,1.73,30483,8939,0,0,0
Groves,Example Trial,303,0.67,1.21,1.43,0.93,24017,1847,0,0,0
Groves,Example Trial,303,2.04,1.66,2.31,1.45,27255,4464,0,0,0
Groves,Example Trial,303,4.04,2.22,3.26,1.7,30453,8487,1,0,0
Groves,Example Trial,303,0.84,1.31,1.72,1.05,28165,2299,0,0,0
Groves,Example Trial,303,1.39,2.04,1.48,1.29,28019,3520,0,0,0
Groves,Example Trial,303,4.76,2.32,3.44,1.84,30850,9112,0,0,0
Groves,Example Trial,303,2.5,1.68,2.84,1.61,30726,5400,0,0,0
Groves,Example Trial,303,3.26,1.9,3.1,1.55,28004,7091,0,0,0
Groves,Example Trial,303,1.29,1.88,1.43,1.32,27509,3182,0,0,0
Groves,Example Trial,303,1.77,2.18,1.67,1.3,26738,4452,0,0,0
Groves,Example Trial,303,3.23,1.96,3.23,1.5,29400,7238,0,0,0
Groves,Example Trial,303,5.28,2.06,4,1.83,28559,10296,0,0,0
Groves,Example Trial,303,2.49,1.96,2.65,1.54,32123,5538,0,0,0
Groves,Example Trial,303,4.38,2.34,3.21,1.8,30868,8511,0,0,0
Groves,Example Trial,303,10.56,2.63,4.85,2.32,28023,16190,0,0,0
Groves,Example Trial,303,3.77,3.07,2.01,1.77,28971,7465,0,0,1
Groves,Example Trial,303,1.49,2,1.56,1.34,28059,3578,0,0,0
Groves,Example Trial,303,1.64,1.55,2.25,1.5,31897,3682,0,0,0
Groves,Example Trial,303,3.93,2.06,3.37,1.69,29853,8125,0,0,0
Groves,Example Trial,303,1.03,1.62,1.51,1.16,27549,2661,0,0,0
Groves,Example Trial,303,2.34,2.18,1.96,1.62,29580,4985,0,0,0
Groves,Example Trial,303,0.88,1.03,1.88,1.15,25305,2133,0,0,0
Groves,Example Trial,303,2.3,2.53,1.85,1.46,29711,5500,0,0,0
Groves,Example Trial,303,1.51,2.04,1.48,1.37,27392,3588,0,0,0
Groves,Example Trial,303,2.75,1.94,2.81,1.46,28941,6167,0,0,0
Groves,Example Trial,303,0.79,1.37,1.54,1.21,32314,2138,0,0,0
Groves,Example Trial,303,3.43,2.65,3.9,1.32,39773,8769,1,1,0
Groves,Example Trial,303,0.83,1.55,1.27,1.08,25614,2178,0,0,0
Groves,Example Trial,303,1.63,2.04,1.78,1.36,30297,3981,0,0,0
Groves,Example Trial,303,1.76,1.55,2.52,1.25,27741,4533,0,0,0
Groves,Example Trial,303,1.56,1.82,1.85,1.42,30648,3649,0,0,0
Groves,Example Trial,303,2.23,1.72,2.78,1.32,28303,5657,0,0,0
Groves,Example Trial,303,2.28,1.66,2.54,1.52,28109,4963,0,0,0
Groves,Example Trial,303,1.77,1.9,2.23,1.28,30640,4583,0,0,0
Groves,Example Trial,303,4.15,2.08,3.39,1.75,29733,8438,0,0,0
Groves,Example Trial,303,2.06,1.82,2.44,1.35,29102,4975,0,0,0
Groves,Example Trial,303,2.15,1.68,2.54,1.5,29771,4915,0,0,0
Groves,Example Trial,303,1.42,1.96,1.72,1.26,29913,3586,0,0,0
Groves,Example Trial,303,0.75,1.39,1.38,0.99,25320,1973,0,0,0
Groves,Example Trial,303,3.75,2.38,2.36,1.96,29357,6610,0,0,0
Groves,Example Trial,303,2.98,1.86,2.89,1.54,27778,6526,0,0,0
Groves,Example Trial,303,2.05,1.7,2.65,1.38,30326,4978,0,0,0
Groves,Example Trial,303,1.66,1.74,2.15,1.35,30423,3974,0,0,0
Groves,Example Trial,303,3.49,2.24,2.91,1.71,31938,7082,0,0,0
Groves,Example Trial,303,2.81,1.98,2.84,1.53,30617,6244,0,0,0
Groves,Example Trial,303,1.59,1.96,1.64,1.34,27089,3834,0,0,0
Groves,Example Trial,303,1.85,2.02,2.04,1.38,30738,4316,0,0,0
Groves,Example Trial,303,4.42,2.42,3.39,1.74,32295,8849,0,0,0
Groves,Example Trial,303,2.2,1.8,2.46,1.51,30392,4970,0,0,0
Groves,Example Trial,303,2.6,1.84,2.86,1.53,30967,5772,0,0,0
Groves,Example Trial,303,5.58,2.04,3.9,1.81,25807,10401,0,0,0
Groves,Example Trial,303,3.07,2.06,2.99,1.53,30696,6879,0,0,0
Groves,Example Trial,303,2.92,2.46,2.62,1.55,34212,6551,0,0,0
Groves,Example Trial,303,1.36,1.41,2.07,1.32,28328,3244,0,0,0
Groves,Example Trial,303,2.8,2.16,2.65,1.62,33117,5899,0,0,0
Groves,Example Trial,303,1.52,1.58,2.17,1.33,30000,3707,0,0,0
Groves,Example Trial,303,3.82,2.14,3.97,1.51,33582,9191,1,0,0
Groves,Example Trial,303,6.59,2.16,4.74,1.85,28742,12698,0,0,0
Groves,Example Trial,303,1.6,1.47,2.07,1.44,27386,3656,0,0,0
Groves,Example Trial,303,1.58,1.58,1.96,1.45,28420,3513,0,0,0
Groves,Example Trial,303,3.47,1.76,3.21,1.58,25724,7339,0,0,0
Groves,Example Trial,303,2.58,1.92,2.84,1.51,31913,6032,0,0,0
Groves,Example Trial,303,1.07,1.68,1.38,1.25,27084,2622,0,0,0
Groves,Example Trial,303,3.28,1.74,3.44,1.51,27555,7438,0,0,0
Groves,Example Trial,303,2.98,2.67,1.93,1.63,28186,6193,0,0,0
Groves,Example Trial,303,3.56,1.94,3.29,1.57,28147,7628,0,0,0
Groves,Example Trial,303,0.78,1.47,1.38,1.05,27308,2118,0,0,0
Groves,Example Trial,303,4.14,1.98,3.29,1.78,28007,8163,0,0,0
Groves,Example Trial,303,1.38,1.92,1.56,1.31,28432,3275,0,0,0
Groves,Example Trial,303,2.25,2.22,2.04,1.56,31399,4996,0,0,0
Groves,Example Trial,303,2.5,1.76,2.81,1.48,29277,5817,0,0,0
Groves,Example Trial,303,2.24,2.26,1.88,1.57,29779,4883,0,0,0
Groves,Example Trial,303,1.83,1.98,1.99,1.48,31866,4252,0,0,0
Groves,Example Trial,303,4.71,1.96,3.82,1.92,30521,8823,0,0,0
Groves,Example Trial,303,2.02,1.82,2.2,1.5,29732,4424,0,0,0
Groves,Example Trial,303,6.08,2.48,4.08,1.78,29622,11750,0,0,0
Groves,Example Trial,303,3.16,2.95,2.44,1.45,33028,7950,1,1,0
Groves,Example Trial,303,1.57,1.64,2.23,1.25,29117,3992,0,0,0
Groves,Example Trial,303,1.03,1.64,1.32,1.22,25641,2494,0,0,0
Groves,Example Trial,303,2.46,2.2,1.99,1.77,31500,4865,0,0,1
Groves,Example Trial,303,5.51,2.71,3.71,1.77,32297,10742,0,0,0
Groves,Example Trial,303,2.99,1.8,3.05,1.57,28827,6635,0,0,0
Groves,Example Trial,303,1.62,1.37,2.15,1.63,29636,3323,0,0,0
Groves,Example Trial,303,2.44,2.22,2.38,1.46,31614,5584,0,0,0
Groves,Example Trial,303,1.73,1.74,1.75,1.46,25697,3800,0,0,0
Groves,Example Trial,303,1.98,2.28,1.75,1.46,29421,4570,0,0,0
Groves,Example Trial,303,0.67,1.33,1.46,0.92,26663,1841,0,0,0
Groves,Example Trial,303,5.85,2.77,5.17,1.63,39902,13308,1,1,0
Groves,Example Trial,303,3.45,1.8,3.29,1.58,27121,7510,0,0,0
Groves,Example Trial,303,3.55,2.02,3.44,1.58,30927,7823,0,0,0
Groves,Example Trial,303,2.02,2,2.31,1.38,31562,4920,0,0,0
Groves,Example Trial,303,2,1.51,2.68,1.33,26911,4953,0,0,0
Groves,Example Trial,303,2.82,1.96,2.81,1.55,30272,6204,0,0,0
Groves,Example Trial,303,1.66,1.88,2.2,1.25,31144,4196,0,0,0
Groves,Example Trial,303,0.51,1.25,1.03,0.85,21458,1271,0,0,0
Groves,Example Trial,303,3.87,2.22,3.26,1.76,32913,8010,0,0,0
Groves,Example Trial,303,2.63,1.88,2.76,1.49,29396,6060,0,0,0
Groves,Example Trial,303,3.98,2,3.39,1.73,29470,8071,0,0,0
Groves,Example Trial,303,3.06,2.63,2.36,1.65,33468,6531,0,0,0
Groves,Example Trial,303,3.54,1.9,3.15,1.65,27896,7346,0,0,0
Groves,Example Trial,303,4.87,2.14,4.11,1.77,31966,10238,0,0,0
Groves,Example Trial,303,2.14,1.88,2.54,1.4,31239,5200,0,0,0
Groves,Example Trial,303,3.06,2.04,3.1,1.48,30586,6982,0,0,0
Groves,Example Trial,303,2.66,1.76,2.86,1.5,28384,6006,0,0,0
Groves,Example Trial,303,1.36,1.98,1.54,1.25,28025,3497,0,0,0
Groves,Example Trial,303,2.95,2.08,2.57,1.68,30442,6091,0,0,0
Groves,Example Trial,303,1.54,1.53,2.12,1.35,28434,3724,0,0,0
Groves,Example Trial,303,2.85,1.78,2.89,1.55,27977,6184,0,0,0
Groves,Example Trial,303,3.39,1.92,3.13,1.64,29072,7230,0,0,0
Groves,Example Trial,303,2.74,2.06,2.73,1.56,32018,6124,0,0,0
Groves,Example Trial,303,0.87,0.95,2.15,1.19,27937,2119,0,0,0
Groves,Example Trial,303,1.59,1.86,1.91,1.38,30833,3772,0,0,0
Groves,Example Trial,303,2.11,2.14,2.41,1.31,32019,5282,0,0,0
Groves,Example Trial,303,1.99,1.82,2.2,1.51,30382,4614,0,0,0
Groves,Example Trial,303,2.12,1.82,2.46,1.43,30199,4884,0,0,0
Groves,Example Trial,303,10.27,2.75,5.35,2.03,29081,17254,0,0,0
Groves,Example Trial,303,5.41,2.38,3.97,1.77,30913,10730,0,0,0
Groves,Example Trial,303,3.26,2.04,2.81,1.62,28486,6893,0,0,0
,,,,,,,,,,,
Culls Weight,0.1,,,,,,,,,,
,,,,,,,,,,,
Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,404,1.11,1.62,1.4,1.23,25131,2720,0,0,0
Groves,Example Trial,404,2.51,1.68,2.84,1.46,27752,5826,0,0,0
Groves,Example Trial,404,5.87,2.63,4.03,1.83,33042,11567,0,0,0
Groves,Example Trial,404,9.33,2.79,5.17,2.12,32775,16148,0,0,0
Groves,Example Trial,404,10.05,2.69,4.85,2.17,28170,16448,0,0,0
Groves,Example Trial,404,5.3,2.18,4.11,1.97,33303,10175,0,0,0
Groves,Example Trial,404,3.91,2.2,3.1,1.82,31745,7827,0,0,0
Groves,Example Trial,404,5.71,2.12,4.08,1.88,28478,10656,0,0,0
Groves,Example Trial,404,3.09,2.46,2.36,1.72,32315,6323,0,0,0
Groves,Example Trial,404,1.49,1.72,1.75,1.43,28887,3309,0,0,0
Groves,Example Trial,404,1.86,2.34,1.78,1.35,30231,4552,0,0,0
Groves,Example Trial,404,3.52,2,3.34,1.64,31122,7642,0,0,0
Groves,Example Trial,404,5.62,2.63,3.9,1.89,34494,10488,0,0,0
Groves,Example Trial,404,5.64,2.4,3.63,1.97,30430,10314,0,0,0
Groves,Example Trial,404,1.63,1.94,1.75,1.38,28742,3827,0,0,0
Groves,Example Trial,404,2.59,2.18,2.52,1.42,30119,6360,0,0,0
Groves,Example Trial,404,8.25,2.85,4.96,1.9,32555,15353,0,0,0
Groves,Example Trial,404,2.9,2.44,1.99,1.72,28798,5579,0,0,1
Groves,Example Trial,404,1.52,1.84,1.67,1.42,28706,3566,0,0,0
Groves,Example Trial,404,3.82,2,3.31,1.64,28420,8055,0,0,0
Groves,Example Trial,404,3.47,1.86,3.37,1.65,29805,7488,0,0,0
Groves,Example Trial,404,5.39,2.73,2.99,2.01,30439,9415,0,0,0
Groves,Example Trial,404,1.24,1.7,1.54,1.22,25757,3118,0,0,0
Groves,Example Trial,404,4.54,2,3.79,1.82,30386,9078,0,0,0
Groves,Example Trial,404,6.4,2.34,4.08,2.05,30580,11404,0,0,0
Groves,Example Trial,404,2.32,2.28,2.31,1.44,32690,5360,0,0,0
Groves,Example Trial,404,6.27,2.24,4.5,1.87,30063,12110,0,0,0
Groves,Example Trial,404,3.56,2.06,3.34,1.57,30343,8043,0,0,0
Groves,Example Trial,404,2.12,2.36,1.93,1.54,33086,4771,0,0,0
Groves,Example Trial,404,7.69,2.57,4.82,1.97,31733,14058,0,0,0
Groves,Example Trial,404,2.67,1.94,2.68,1.55,30182,5821,0,0,0
Groves,Example Trial,404,4.26,2.83,2.81,1.72,32107,8476,0,0,0
Groves,Example Trial,404,4.22,2.08,3.18,1.87,29310,8034,0,0,0
Groves,Example Trial,404,2.84,2.12,2.81,1.54,32303,6524,0,0,0
Groves,Example Trial,404,9.41,2.65,5.33,2.11,31671,15979,0,0,0
Groves,Example Trial,404,2.07,2.4,1.62,1.45,27234,4809,0,0,0
Groves,Example Trial,404,3.03,1.8,2.86,1.62,27523,6448,0,0,0
Groves,Example Trial,404,2.97,2.34,2.57,1.58,31992,6657,0,0,0
Groves,Example Trial,404,0.73,1.39,1.32,1.01,25385,1857,0,0,0
Groves,Example Trial,404,4.35,2.04,3.52,1.73,28558,8665,0,0,0
Groves,Example Trial,404,1,1.45,1.62,1.24,29127,2436,0,0,0
Groves,Example Trial,404,3.36,2.57,2.46,1.75,32928,6498,0,0,1
Groves,Example Trial,404,6.27,2.28,4,1.98,28800,11239,0,0,0
Groves,Example Trial,404,8.71,2.42,5.54,1.99,30630,16384,0,0,0
Groves,Example Trial,404,2.34,2.34,1.78,1.64,29192,4939,0,0,1
Groves,Example Trial,404,3.81,1.92,3.21,1.66,26852,7708,0,0,0
Groves,Example Trial,404,3.94,1.92,3.26,1.83,29071,7577,0,0,0
Groves,Example Trial,404,2.43,2.22,2.2,1.57,31555,5412,0,0,0
Groves,Example Trial,404,4.86,2.57,3.1,1.92,31474,8974,0,0,0
Groves,Example Trial,404,1.42,2.04,1.51,1.25,27116,3657,0,0,0
Groves,Example Trial,404,0.86,1.33,1.62,1.06,26556,2302,0,0,0
Groves,Example Trial,404,3.89,1.96,3.44,1.68,29118,8065,0,0,0
Groves,Example Trial,404,1.1,1.84,1.46,1.14,27840,2929,0,0,0
Groves,Example Trial,404,4.1,2.16,3.39,1.53,27325,9696,0,0,0
Groves,Example Trial,404,5.39,2.26,3.74,1.93,30265,9987,0,0,0
Groves,Example Trial,404,6.03,2.4,4.08,1.91,31016,11294,0,0,0
Groves,Example Trial,404,2.15,1.6,2.76,1.33,27317,5291,0,0,0
Groves,Example Trial,404,3.87,2.36,3.13,1.69,32257,7997,0,0,0
Groves,Example Trial,404,2.7,1.88,2.81,1.46,28566,6123,0,0,0
Groves,Example Trial,404,3.47,1.86,3.23,1.62,28047,7421,0,0,0
Groves,Example Trial,404,9.08,2.42,5.38,2.06,29537,16237,0,0,0
Groves,Example Trial,404,2,2.12,1.99,1.58,33328,4366,0,0,0
Groves,Example Trial,404,3.59,2.38,2.91,1.74,33567,7254,0,0,0
Groves,Example Trial,404,2.74,1.9,2.65,1.63,29952,5672,0,0,0
Groves,Example Trial,404,1.28,1.47,1.78,1.34,27392,2930,0,0,0
Groves,Example Trial,404,2.53,2.32,2.23,1.51,30878,5697,0,0,0
Groves,Example Trial,404,2.3,2.16,1.88,1.62,28602,4750,0,0,0
Groves,Example Trial,404,6.68,2.2,4.16,1.99,27264,11671,0,0,0
Groves,Example Trial,404,3.68,1.94,3.15,1.85,30721,7041,0,0,0
Groves,Example Trial,404,6,2.69,4.4,1.74,34324,12052,0,0,0
Groves,Example Trial,404,2.23,2.12,2.2,1.52,31790,5045,0,0,0
Groves,Example Trial,404,1.86,1.51,2.7,1.4,30687,4476,0,0,0
Groves,Example Trial,404,3.48,1.9,3.18,1.68,29168,7446,0,0,0
Groves,Example Trial,404,3.22,1.8,3.18,1.58,28086,7070,0,0,0
Groves,Example Trial,404,4.7,2.83,2.68,2.06,33242,8146,0,0,1
Groves,Example Trial,404,7.53,2.4,4.66,1.9,28219,13902,0,0,0
Groves,Example Trial,404,2.26,1.82,2.62,1.43,30171,5297,0,0,0
Groves,Example Trial,404,3.18,2.08,2.81,1.64,30142,6681,0,0,0
Groves,Example Trial,404,10.93,2.63,5.49,2.07,27345,17960,0,0,0
Groves,Example Trial,404,2.42,2.08,2.41,1.64,33971,5190,0,0,0
Groves,Example Trial,404,0.72,1.07,1.54,1.13,25861,1688,0,0,0
Groves,Example Trial,404,2.48,2.57,1.91,1.53,30283,5749,0,0,0
Groves,Example Trial,404,6.03,2.08,4.45,1.79,27476,11903,0,0,0
Groves,Example Trial,404,2.12,2.24,1.99,1.41,29647,4988,0,0,0
Groves,Example Trial,404,2.84,2.22,2.04,1.88,29979,5177,0,0,0
Groves,Example Trial,404,7.51,2.44,4.82,1.91,29910,13722,0,0,0
Groves,Example Trial,404,2.09,1.64,2.52,1.5,29661,4851,0,0,0
Groves,Example Trial,404,2.2,2.1,2.04,1.45,28235,4863,0,0,0
Groves,Example Trial,404,4.1,2.08,3.5,1.56,27699,8771,0,0,0
Groves,Example Trial,404,1.65,1.92,2.07,1.36,32758,4109,0,0,0
Groves,Example Trial,404,2.24,1.68,2.68,1.44,28944,5145,0,0,0
Groves,Example Trial,404,3.33,2.08,2.94,1.65,30300,7072,0,0,0
Groves,Example Trial,404,3.56,1.88,3.31,1.66,29016,7467,0,0,0
Groves,Example Trial,404,7.14,2.34,4.8,2.04,32091,12844,0,0,0
Groves,Example Trial,404,1.33,1.6,1.59,1.45,27735,2827,0,0,0
Groves,Example Trial,404,4.47,2.1,3.31,1.77,27524,8721,0,0,0
Groves,Example Trial,404,2.45,1.7,2.68,1.54,28637,5544,0,0,0
Groves,Example Trial,404,2.4,2.75,1.62,1.55,28771,5403,0,0,0
Groves,Example Trial,404,2.72,2.02,2.81,1.53,31928,6137,0,0,0
Groves,Example Trial,404,4.49,1.98,3.63,1.75,28013,8842,0,0,0
Groves,Example Trial,404,5.15,2.12,4.08,1.86,31239,9811,0,0,0
Groves,Example Trial,404,3,1.84,2.94,1.59,28670,6612,0,0,0
Groves,Example Trial,404,2.52,1.74,2.78,1.52,29176,5682,0,0,0
Groves,Example Trial,404,2.83,2.67,1.99,1.56,29288,6313,0,0,0
Groves,Example Trial,404,3.8,1.92,3.44,1.59,27635,8192,0,0,0
Groves,Example Trial,404,1.16,1.8,1.46,1.17,26506,3070,0,0,0
Groves,Example Trial,404,6.68,2.48,4.16,1.93,29807,12207,0,0,0
Groves,Example Trial,404,1.28,1.64,2.04,1.33,34762,3322,0,0,0
Groves,Example Trial,404,5.99,2.26,4.08,1.84,28324,11497,0,0,0
Groves,Example Trial,404,1.02,1.43,1.67,1.2,28095,2614,0,0,0
Groves,Example Trial,404,1.78,1.66,2.31,1.42,30590,4124,0,0,0
Groves,Example Trial,404,4.9,2.02,4,1.7,28032,10083,0,0,0
Groves,Example Trial,404,5.05,2.1,3.74,1.87,29083,9598,0,0,0
Groves,Example Trial,404,1.96,1.74,2.38,1.4,29580,4667,0,0,0
Groves,Example Trial,404,1.87,1.92,2.2,1.4,31623,4411,0,0,0
Groves,Example Trial,404,2.23,2.08,2.2,1.52,31190,5174,0,0,0
Groves,Example Trial,404,6.2,2.42,3.74,2.17,31677,10238,0,0,0
Groves,Example Trial,404,2.57,1.98,2.52,1.58,30675,5653,0,0,0
Groves,Example Trial,404,2.75,2.46,2.25,1.57,31599,6319,0,0,0
Groves,Example Trial,404,2.81,1.78,3.07,1.67,32476,6010,0,0,1
Groves,Example Trial,404,4.95,2.26,3.47,1.86,29467,9289,0,0,0
Groves,Example Trial,404,2.07,1.68,2.6,1.38,29120,5103,0,0,0
